""	13
"partie"	1
"partisan"	1
"partitions"	2
"partly"	30
"partner"	1
"partook"	1
"partridge"	4
"partridge's"	1
"partridges"	1
"parts"	254
"parts--correlated"	2
"parturition"	3
"party"	1
"parus"	3
"pass"	21
"passage"	15
"passages"	7
"passed"	19
"passes"	7
"passiflora"	3
"passing"	10
"past"	25
"pasture"	1
"pastures"	1
"patch"	1
"patches"	1
"paternity"	1
"patience"	1
"patiently"	1
"patrick"	1
"pattern"	11
"patterns"	3
"pause"	2
"pay"	1
"paying"	2
"payments"	3
"pea"	1
"pea-family"	1
"peaceful"	1
"peach"	1
"peach-tree"	1
"peach-trees"	1
"peaches"	2
"peacock"	2
"peacocks"	2
"peaks"	2
"pear"	6
"pearly"	1
"pears"	2
"peas"	3
"pebble"	1
"pebbles"	5
"pecking"	1
"pecoris"	1
"peculiar"	75
"peculiarities"	15
"peculiarity"	10
"peculiarly"	2
"pedicellariae"	19
"pedigree"	6
"pedigrees"	1
"pedunculata"	1
"pedunculated"	5
"pedunculated.--supported"	1
"pelargonium"	3
"pelargoniums"	1
"pelicans"	1
"pellet"	1
"pellets"	4
"peloria"	3
"peloric"	1
"pelorism.--the"	1
"pelvis"	8
"pelvis.--the"	1
"pencil"	1
"penetrate"	2
"penetrated"	1
"penguin"	3
"penguins"	1
"peninsula"	4
"penoeus"	1
"pentamerous"	2
"penultimate"	3
"people"	8
"peopled"	3
"per"	4
"perceive"	8
"perceived"	3
"perceives"	1
"perceiving"	2
"perception"	3
"perch"	1
"perched"	2
"perches"	1
"percolation"	1
"perennial"	1
"perfect"	108
"perfect--the"	2
"perfected"	21
"perfection"	28
"perfection--modes"	2
"perfectly"	65
"perforated"	1
"perform"	10
"performance"	1
"performances"	1
"performed"	16
"performing"	5
"performs"	1
"perhaps"	76
"pericarpe"	1
"period"	255
"period--alternate"	2
"period.--a"	1
"period.--the"	1
"periodic"	1
"periodical"	3
"periodically"	1
"periods"	102
"periods--a"	1
"periods--though"	1
"perish"	17
"perished"	6
"perishing"	1
"permanent"	21
"permanently"	6
"permission"	8
"permit"	1
"permits"	3
"permitted"	9
"permitting"	1
"perpendicular"	1
"perpetual"	1
"perpetually"	3
"perpetuate"	1
"perpetuated"	2
"perpetuating"	1
"perpetuation"	2
"perpetue"	1
"perpetuity"	1
"perplexed"	2
"perplexing"	5
"perplexity"	1
"perrier"	1
"persecuted"	3
"perseverance"	1
"persevering"	1
"persia"	2
"persistent"	4
"persistently"	1
"person"	5
"personal"	1
"personally"	1
"personify"	1
"personifying"	1
"persons"	1
"persuaded"	1
"pertinacious"	1
"pestilence"	1
"petal"	2
"petals"	18
"petals.--the"	1
"petrel"	3
"petrels"	5
"petunia"	1
"peuvent"	1
"pg"	1
"pglaf"	1
"phascolomys"	2
"phase"	1
"phasianus"	2
"pheasant"	2
"pheasants"	2
"phenomena"	6
"phenomenon"	4
"philosopher"	2
"philosophers"	3
"philosophical"	3
"philosophically"	1
"philosophie"	1
"philosophy"	3
"phosphate"	1
"phosphatic"	2
"phrase"	4
"phyllodineous"	1
"phyllodineous.--having"	1
"phyllotaxy"	1
"phylogeny"	1
"physicae"	1
"physical"	56
"physically"	1
"physiological"	21
"physiologist"	2
"physiologists"	4
"physiology"	1
"physique"	1
"phytophagic"	4
"pianoforte"	1
"pick"	4
"picked"	5
"pictet"	9
"pictet's"	2
"picture"	5
"picture-forming"	1
"picturing"	1
"piece"	6
"pieces"	6
"pied"	2
"pierce"	3
"pierced"	1
"pierre"	3
"pig"	4
"pigeon"	33
"pigeon-fancier"	1
"pigeons"	42
"pigment"	4
"pigment-cells"	3
"pigment.--the"	1
"pigs"	9
"pile"	4
"piles"	6
"piling"	1
"pimpernel"	1
"pimpernels"	1
"pincers"	5
"pine-apple"	1
"pines"	1
"pinguis"	1
"pink"	1
"pinnate"	1
"pinnate.--bearing"	1
"pistil"	23
"pistils"	12
"pistils.--the"	1
"pits"	2
"pl"	4
"place"	72
"placed"	47
"placenta"	2
"placental"	2
"placentalia"	1
"placentata.--or"	1
"placentation"	1
"places"	47
"placing"	3
"plaice"	1
"plain"	15
"plainer"	3
"plainest"	4
"plainly"	42
"plainness"	1
"plains"	15
"plains--those"	1
"plan"	15
"plane"	4
"planed"	2
"planes"	8
"planet"	3
"planets"	3
"planorbis"	1
"plant"	94
"plant's"	5
"plantaginea"	1
"plantations"	2
"planted"	6
"plantigrades"	1
"plantigrades.--quadrupeds"	1
"plants"	457
"plants).--the"	3
"plants--nature"	2
"plants.--a"	1
"plants.--plants"	3
"plaster"	1
"plastering"	1
"plastic"	6
"plastic.--readily"	1
"plata"	15
"plate"	5
"plates"	18
"play"	28
"played"	17
"playing"	1
"plays"	6
"please"	5
"pleased"	3
"pleases"	1
"pleasing"	3
"pleasure"	5
"pleistocene"	5
"plenty"	5
"pleuronectidae"	7
"pleuronectoids"	1
"pliny"	2
"pliny's"	1
"pliocene"	6
"plot"	3
"plum"	2
"plumage"	10
"plumed"	3
"plumes"	2
"plums"	3
"plumule"	2
"plus"	3
"plutonic"	2
"pneumaticus"	1
"po"	3
"pod"	3
"pods"	3
"point"	44
"pointed"	6
"pointedly"	1
"pointer"	7
"pointers"	2
"pointing"	2
"points"	79
"points--as"	1
"poiret"	1
"poison"	8
"poison-fang"	1
"poisoned"	2
"poisonous"	1
"polar"	6
"pole"	1
"polecats"	1
"polemoniaceae"	1
"polished"	1
"polity"	8
"pollen"	88
"pollen-collecting"	1
"pollen-devouring"	1
"pollen-grains"	12
"pollen-granules"	1
"pollen-mass"	5
"pollen-masses"	7
"pollen-tubes"	5
"pollen.--the"	1
"pollinia"	4
"pollinium"	3
"polyandrous"	2
"polyerges"	1
"polygamous"	3
"polymorphic"	11
"polymorphic.--presenting"	1
"polypi"	1
"polyzoa"	11
"polyzoary"	3
"polyzoary.--the"	1
"pomatia"	3
"pond"	7
"ponds"	5
"ponies"	2
"pontella"	1
"ponticum"	1
"pony"	2
"pool"	1
"poole"	5
"poor"	13
"poorer"	1
"poorly"	1
"poorly-stocked"	1
"poorness"	4
"poppies"	1
"poppy"	1
"popular"	1
"populi"	1
"porcupine"	1
"porpoise"	4
"portillo"	1
"portion"	14
"portions"	7
"porto"	3
"position"	35
"position--namely"	1
"position--that"	1
"positions"	5
"positive"	2
"positively"	7
"possess"	32
"possessed"	26
"possesses"	5
"possessing"	6
"possession"	12
"possessor"	11
"possessors"	2
"possibility"	8
"possible"	81
"possibly"	28
"post"	1
"post-tertiary"	1
"posted"	5
"posterior"	3
"potamogeton"	1
"potato"	1
"potemogeton"	1
"potent"	8
"potentiality"	1
"potted"	1
"pouch"	1
"pouchet"	2
"poultry"	7
"poultry-shows"	1
"pound"	1
"pounds"	1
"pour"	4
"pouter"	9
"pouter-pigeon"	1
"pouters"	2
"powell"	1
"power"	104
"powerful"	8
"powerfully"	1
"powerfully-winged"	1
"powerless"	2
"powers"	25
"practical"	5
"practically"	8
"practice"	9
"practised"	3
"pratense"	3
"prawns"	1
"pre"	1
"pre-existing"	4
"pre-molars"	2
"pre-occupation"	1
"precautions"	1
"preceded"	4
"precedes"	1
"preceding"	10
"precious"	3
"precipices"	1
"precise"	5
"precisely"	5
"precision"	1
"preconceived"	1
"precursor"	1
"predaceous"	2
"predecessors"	4
"predicament"	1
"predicated"	2
"predict"	5
"prediction"	1
"predominant"	1
"predominence"	1
"prefer"	1
"preference"	2
"preferences"	1
"preferred"	2
"preferring"	1
"prehensile"	10
"prehensile.--capable"	1
"prehension"	4
"prehensive"	1
"prejudice"	2
"preliminary"	4
"premise"	2
"prepare"	3
"prepared"	1
"preparing"	3
"preponderance"	2
"preponderant"	4
"preposterous"	3
"prepotency"	2
"prepotent"	8
"prepotent.--having"	1
"presence"	26
"present"	195
"presented"	7
"presenting"	11
"presently"	10
"presents"	2
"preservation"	37
"preserve"	12
"preserved"	57
"preserved--convergence"	2
"preserves"	1
"preserving"	9
"press"	2
"pressed"	5
"pressure"	7
"prestwich"	2
"presume"	7
"presumed"	1
"presumption"	3
"presumptive"	1
"presumptuous"	1
"presupposes"	1
"pretend"	11
"pretended"	4
"pretending"	1
"pretends"	1
"pretty"	2
"preuss"	1
"prevail"	9
"prevailed"	1
"prevailing"	2
"prevails"	3
"prevalence"	1
"prevalent"	3
"prevent"	19
"prevented"	16
"preventing"	4
"prevents"	5
"previous"	8
"previously"	13
"prey"	38
"prey,--so"	1
"prey--all"	1
"prey--by"	1
"preyed"	4
"preys"	4
"prices"	2
"prickly"	1
"primaries.--the"	1
"primary"	5
"primitive"	1
"primordial"	6
"primordially"	2
"principal"	5
"principally"	1
"principle"	104
"principles"	24
"print"	1
"printed"	2
"prion"	1
"prior"	2
"prise"	1
"prism"	2
"prismatic"	1
"prisms"	3
"prize"	1
"prizes"	1
"pro-create"	1
"probability"	16
"probable"	76
"probably"	134
"problem"	8
"problematical"	1
"probleme"	1
"probosciformed"	1
"proboscis"	9
"proceed"	2
"proceeded"	9
"proceeding"	12
"proceeds"	1
"process"	93
"processes"	3
"processes.--projecting"	1
"processing"	1
"procession"	1
"proclaim"	2
"proclaims"	1
"procreate"	2
"procreating"	1
"procreation"	1
"proctotrupes"	2
"procure"	5
"prodigal"	2
"prodigious"	9
"prodromus"	1
"produce"	78
"produced"	184
"produced--two"	1
"produces"	10
"producing"	21
"product"	7
"production"	36
"productions"	110
"productions--circumstances"	2
"productions--on"	2
"products"	5
"produites"	1
"prof"	28
"professor"	55
"proficience"	1
"profit"	7
"profitable"	22
"profited"	6
"profits"	4
"profound"	9
"profoundest"	1
"profoundly"	5
"profuse"	1
"profusion"	1
"progenitor"	77
"progenitor--the"	1
"progenitors"	26
"progeny"	15
"progress"	23
"progressed"	3
"progresses"	1
"progressing"	1
"progression"	2
"progressive"	5
"progressively"	1
"prohibition"	1
"project"	92
"projecting"	3
"projection"	3
"prolific"	2
"prolonged"	2
"prominence"	1
"prominent"	4
"prominently"	2
"promiscuously"	1
"promontory"	1
"promoted"	1
"promoting"	2
"promotion"	1
"prompt"	1
"promulgated"	3
"pronounced"	4
"pronunciation"	1
"proof"	7
"proofread"	1
"proofs"	1
"propagate"	9
"propagated"	11
"propagating"	3
"propagation"	2
"propelling"	1
"proper"	43
"properly"	9
"property"	3
"prophetic"	3
"propolis"	1
"propolis.--a"	1
"proportion"	28
"proportional"	17
"proportionally"	3
"proportionately"	1
"proportioned"	1
"proportions"	10
"proposes"	2
"proposition"	3
"propositions"	5
"propositions--that"	1
"propounded"	6
"proprietary"	1
"prospect"	1
"prosper"	2
"proteaceae"	1
"protean"	1
"protean.--exceedingly"	1
"protect"	4
"protected"	14
"protecting"	1
"protection"	9
"protective"	1
"protects"	2
"proteolepas"	3
"protest"	2
"proteus"	2
"prototype"	4
"prototypes"	2
"protozoa"	3
"protozoa.--the"	1
"protrude"	1
"protruded"	2
"prouvent"	1
"prove"	12
"proved"	30
"proves"	3
"provide"	11
"provided"	19
"providence"	1
"providentielle"	1
"providing"	4
"province"	2
"provinces"	6
"provincial"	1
"proving"	4
"provision"	3
"provisional"	2
"provisionally"	1
"provisions"	1
"proximate"	1
"proximity"	1
"prudential"	1
"psychology"	3
"ptarmigan"	1
"pterodactyles"	1
"pubescence"	1
"pubescens"	1
"public"	9
"publication"	2
"publications"	1
"publish"	3
"published"	35
"publishing"	2
"puff-adder"	1
"puffinuria"	1
"pug-dog"	1
"puissance"	2
"pull"	2
"pulling"	1
"pulp"	1
"pulpy"	1
"puma"	1
"punitive"	1
"pupa"	5
"pupa--and"	1
"pupa-stage"	1
"pupae"	13
"pupae).--the"	1
"pupal"	3
"pupil"	1
"puppies"	4
"purchase"	1
"pure"	29
"purely"	4
"purest"	1
"purity"	1
"purple"	1
"purple-fleshed"	1
"purpose"	58
"purpose--in"	1
"purposely"	1
"purposes"	19
"pursue"	2
"pursued"	2
"pursues"	2
"pursuing"	1
"push"	2
"pushed"	3
"put"	17
"putrid"	1
"putridity"	1
"puts"	1
"putting"	1
"pyr"	1
"pyramid"	4
"pyramidal"	4
"pyrenees"	5
"pyrgoma"	4
"q"	1
"q14"	2
"qu'elle"	1
"qu'il"	1
"quadruped"	9
"quadrupeds"	27
"quadruple"	1
"quagga"	5
"quail"	1
"quails"	1
"qualities"	12
"quality"	12
"quantities"	2
"quantity"	9
"quarrelsome"	1
"quarter"	8
"quartered"	1
"quarters"	14
"quartz"	1
"quaternary"	1
"quatrefages"	2
"que"	3
"queen"	1
"queen-bee"	2
"queen-wasp"	1
"queens"	1
"quercus"	3
"question"	32
"questions"	8
"qui"	3
"quick"	3
"quicker"	6
"quickly"	21
"quiet"	1
"quinary"	1
"quince"	3
"quite"	107
"quote"	4
"quoted"	4
"quotes"	1
"r"	6
"r.t"	3
"rabbit"	5
"rabbits"	9
"race"	25
"race-horse"	7
"race-horses"	4
"race-horses--breeds"	1
"racehorse"	1
"races"	66
"races--at"	1
"radcliffe"	2
"radiating"	4
"radiating--extinction"	2
"radicle"	1
"radicle.--the"	1
"radish"	1
"radius"	2
"rafinesque"	1
"rain"	4
"rainwater"	1
"rainy"	1
"raise"	13
"raised"	28
"raiser"	1
"raises"	2
"raising"	4
"raison"	2
"rambling"	1
"ramifications"	2
"ramifying"	1
"ramond"	2
"ramsay"	8
"ramsay's"	1
"ramus"	2
"ramus.--one"	1
"ran"	1
"range"	67
"range.--the"	1
"ranged"	4
"ranges"	34
"ranging"	13
"rank"	43
"ranked"	60
"ranking"	4
"ranks"	3
"rape-seed"	1
"rapid"	16
"rapidity"	1
"rapidly"	15
"rare"	53
"rarely"	45
"rarer"	15
"rarest"	1
"rarity"	16
"rash"	9
"rat"	3
"rate"	46
"rates"	2
"rather"	28
"ratio"	10
"ratio--that"	1
"rational"	1
"rats"	5
"rattachent"	1
"rattle"	2
"rattle-snake"	1
"rattlesnake"	2
"ravaged"	1
"ray"	6
"ray-florets"	4
"ray-petals"	1
"rays"	7
"re-covered"	1
"re-migration"	1
"re-performed"	1
"re-use"	1
"reach"	18
"reached"	8
"reaches"	2
"reaching"	3
"reacting"	1
"reaction"	3
"read"	14
"readable"	2
"reader"	11
"reader's"	2
"readers"	2
"readiest"	1
"readily"	23
"reading"	3
"ready"	7
"reagents"	1
"real"	26
"realise"	1
"realised"	1
"reality"	1
"really"	25
"realms"	1
"reappear"	13
"reappear--groups"	2
"reappearance"	6
"reappeared"	1
"reappears"	5
"rear"	3
"reared"	17
"rearing"	2
"reason"	81
"reasonable"	1
"reasonably"	3
"reasoning"	2
"reasons"	22
"rebuild"	1
"recall"	4
"recapitulate"	1
"recapitulated"	4
"recapitulation"	7
"receding"	1
"receipt"	2
"receive"	13
"received"	10
"receives"	3
"receiving"	3
"recent"	45
"recently"	42
"receptacles"	1
"reception"	3
"recesses"	2
"recherches"	1
"reciprocal"	24
"reciprocally"	3
"reciprocally--that"	1
"reciprocity"	1
"reckon"	1
"reckoned"	1
"recognisable"	3
"recognise"	5
"recognised"	10
"recognises"	1
"recognition"	1
"recollect"	1
"recommended"	1
"reconcile"	2
"recondite"	1
"reconversion"	1
"reconverted"	3
"record"	56
"recorded"	10
"recording"	1
"records"	1
"recover"	1
"recovered"	5
"rectangular"	2
"recur"	11
"recurrent"	3
"recurring"	5
"recurved"	1
"red"	28
"red-grouse"	1
"red-legged"	1
"redevenus"	1
"redistribute"	1
"redistributing"	2
"redistribution"	2
"reduce"	4
"reduced"	34
"reduces"	1
"reducing"	2
"reduction"	10
"reeds"	1
"reefs"	2
"reevesii"	1
"refer"	8
"reference"	5
"references"	7
"referred"	8
"referring"	3
"reflect"	10
"reflecting"	5
"reflection"	3
"reflects"	1
"refraction"	1
"refractive"	1
"refund"	10
"refuse"	2
"refutation"	1
"regard"	51
"regarded"	7
"regarding"	2
"regards"	1
"region"	40
"regions"	45
"registered"	2
"regret"	1
"regular"	7
"regularity"	2
"regularly"	15
"regulate"	1
"regulated"	2
"regulating"	1
"regulations"	1
"reindeer"	1
"reject"	7
"rejected"	9
"rejecting"	3
"rejection"	1
"rejects"	3
"relate"	4
"related"	86
"relates"	3
"relating"	2
"relation"	82
"relations"	57
"relationship"	12
"relationships"	2
"relative"	30
"relatively"	7
"relatives"	1
"relic"	1
"relied"	2
"relief"	1
"religion"	2
"religious"	1
"remain"	27
"remainder"	2
"remained"	23
"remaining"	6
"remains"	45
"remark"	15
"remarkable"	64
"remarkably"	4
"remarked"	77
"remarking"	3
"remarks"	60
"remedies"	1
"remember"	18
"remembered"	9
"remembering"	1
"reminded"	1
"remnant"	2
"remnants"	4
"remote"	43
"remote--on"	1
"remotely"	5
"remotest"	2
"removal"	1
"remove"	5
"removed"	20
"removes"	2
"removing"	5
"remplir"	1
"renamed"	1
"render"	6
"rendered"	65
"rendering"	4
"renewed"	1
"rengger"	2
"repeat"	5
"repeated"	9
"repeatedly"	8
"repeating"	2
"repeats"	1
"repens"	1
"repetition"	5
"replace"	2
"replaced"	5
"replacement"	5
"replaces"	1
"reported"	1
"reports"	1
"repose"	1
"reposing"	1
"represent"	25
"representation"	2
"representations"	1
"representative"	21
"representatives"	5
"represented"	28
"representing"	10
"represents"	5
"reproduce"	2
"reproduced"	1
"reproduces"	2
"reproduction"	30
"reproductions"	1
"reproductive"	42
"reptiles"	24
"reptiles--the"	1
"republished"	2
"repulsed"	1
"reputed"	4
"request"	6
"require"	13
"required"	17
"requirements"	5
"requires"	2
"requiring"	4
"requisite"	8
"research"	6
"researches"	5
"resemblance"	66
"resemblances"	18
"resemble"	52
"resembled"	4
"resembles"	11
"resembling"	13
"reserve"	2
"reserver"	1
"residence"	2
"resinous"	1
"resist"	11
"resistance"	1
"resisted"	4
"resisting"	8
"resown"	1
"respect"	84
"respective"	2
"respectively"	1
"respects"	34
"respects--the"	1
"respiration"	7
"respire"	1
"respires"	1
"rest"	10
"restate"	1
"restatement"	1
"restating"	1
"resting"	3
"resting-stage"	1
"resting-surface"	1
"restlessness"	1
"restocked"	1
"restorations"	1
"restored"	1
"restraint"	1
"restricted"	12
"restrictions"	1
"rests"	3
"result"	66
"result--in"	1
"resulting"	1
"results"	30
"resume"	2
"retain"	18
"retained"	24
"retaining"	12
"retard"	1
"retardation"	2
"retarded"	5
"retention"	1
"reticulation"	1
"retina"	2
"retina.--the"	1
"retires"	1
"retracted"	1
"retreat"	2
"retreating"	1
"retrievers"	1
"retrieving"	1
"retrograde"	3
"retrograded"	2
"retrogression"	4
"retrogression.--backward"	1
"return"	19
"returned"	4
"returning"	5
"returns"	1
"reunited"	1
"rev"	9
"reveal"	7
"reveal--will"	1
"revealed"	6
"reveals"	3
"revelation"	1
"revenue"	1
"reverse"	3
"reversed"	9
"reversion"	22
"reversion--that"	1
"reversionary"	1
"reversions"	5
"revert"	11
"reverting"	2
"reverts"	2
"review"	5
"reviewer"	2
"revived"	1
"revolution"	4
"revolutions"	1
"revolutum"	1
"revolve"	2
"revolved"	1
"revolving"	8
"revue"	2
"rhea"	1
"rheinlands"	1
"rheumatism"	1
"rhinanthideae"	1
"rhine"	1
"rhinoceros"	3
"rhizopods"	1
"rhizopods.--a"	1
"rhod"	1
"rhododendron"	3
"rhododendrons"	3
"rhombic"	6
"rhomboidal"	1
"rhombs"	5
"rhythm"	1
"ribbed"	1
"ribs"	1
"ribston-pippin"	1
"rich"	15
"richard"	2
"richardson"	3
"richest"	4
"ridge"	7
"ridges"	3
"ridicule"	1
"right"	37
"rightly"	1
"rights"	1
"rigid"	2
"rigidly"	3
"rigorous"	3
"rigour"	1
"rills"	1
"rim"	3
"rims"	1
"rings"	6
"rio"	2
"ripe"	6
"rise"	26
"risen"	1
"rises"	7
"rising"	12
"risk"	1
"rivalled"	1
"rivalry"	2
"rivals"	1
"river"	2
"river-systems"	1
"rivers"	5
"rivulet"	1
"rivulets"	1
"road"	2
"roamed"	1
"robbed"	1
"robert"	3
"robinia"	2
"robur"	2
"rock"	14
"rock-pigeon"	28
"rock-pigeons"	2
"rock-thrush"	1
"rocks"	43
"rocks.--rocks"	1
"rocks.--sedimentary"	1
"rocky"	4
"rodent"	4
"rodents"	12
"rodents.--the"	1
"rods"	1
"rogers"	2
"rogues"	1
"roguing"	1
"rolled"	3
"rollin"	1
"rolling"	1
"roman"	1
"romans"	2
"roofed"	1
"room"	2
"roost"	1
"roosting"	1
"root"	2
"root-bearing"	1
"root-eating"	1
"root-like"	1
"rootlets"	1
"roots"	7
"rosa"	1
"rose"	3
"roses"	1
"rostrata"	3
"rostrum"	1
"rotation"	2
"rote"	1
"rough"	5
"roughened"	1
"round"	40
"rounded"	4
"row"	6
"rowley"	1
"rows"	1
"roy"	2
"royal"	3
"royalties"	2
"royalty"	3
"rub"	1
"rubs"	2
"rubus"	1
"rubus.--the"	1
"rude"	6
"rudiment"	7
"rudimentary"	94
"rudimentary--as"	1
"rudimentary.--very"	1
"rudiments"	10
"rudolph"	1
"rue"	1
"rufa"	1
"rufescens"	5
"ruffle"	1
"ruins"	3
"rule"	63
"rules"	18
"rules--all"	1
"ruling"	1
"ruminant"	2
"ruminants"	7
"ruminants.--the"	1
"ruminate"	1
"run"	20
"running"	6
"runs"	2
"runt"	2
"runts"	2
"ruptured"	1
"rushing"	2
"russia"	6
"ruta-baga"	1
"rutaceae"	1
"ruthlessly"	1
"rutimeyer"	3
"s"	6
"s'etend"	1
"s.2"	1
"s2"	1
"s\/he"	1
"sa"	2
"sack"	12
"sack-like"	1
"sacral"	1
"sacral.--belonging"	1
"sacred"	1
"sacrum"	1
"sadly"	1
"safe"	2
"safely"	22
"safer"	1
"safest"	4
"safety"	3
"sagacious"	1
"sagaciously"	1
"sagacity"	1
"sagaret"	2
"sageret"	1
"said"	62
"sails"	2
"saint-hilaire"	4
"saint-hilaire's"	1
"sake"	22
"salamander"	1
"salamandra"	3
"salicaria"	3
"saliva"	6
"salmon"	3
"salmons"	2
"salt"	7
"salt-loving"	1
"salt-water"	7
"salter"	2
"saltum"	4
"saltum--organs"	2
"salvin"	3
"same"	1058
"sand"	4
"sand-hoppers"	1
"sandstone"	4
"sandy"	5
"sanguinea"	14
"sank"	4
"sans"	1
"santo"	3
"sap"	5
"saplings"	1
"saponaria"	2
"saporta"	1
"sarcode"	1
"sarcode.--the"	1
"sarcodic"	1
"satellites"	2
"satisfaction"	3
"satisfactorily"	1
"satisfactory"	7
"satisfied"	2
"saurophagus"	2
"saussure"	1
"sauvages"	3
"savage"	4
"savages"	10
"save"	4
"saved"	8
"saves"	1
"saving"	4
"saw"	24
"saxicolae"	1
"saxony"	1
"say"	34
"saying"	4
"says"	9
"scale"	39
"scales"	4
"scalloped"	1
"scaly"	2
"scandinavia"	2
"scanty"	8
"scarcely"	21
"scarcity"	1
"scarlet"	1
"scattered"	7
"scattering"	1
"scene"	1
"scent"	1
"scented"	1
"sceptical"	1
"schaaffhausen"	1
"schacht"	2
"scheme"	5
"schiodte"	5
"schiodte's"	1
"schists"	2
"schlegel"	2
"schobl"	2
"science"	7
"scientific"	10
"scooped"	1
"scope"	5
"score"	12
"scored"	2
"scoresby"	1
"scorn"	1
"scotch"	4
"scotch-fir"	1
"scotia"	2
"scotland"	4
"scott"	3
"scrophulariaceae"	1
"scrutinising"	2
"sculpture"	3
"sculptured"	1
"scutellae"	1
"scutellae.--the"	1
"se"	9
"sea"	79
"sea-cliffs"	2
"sea-coast"	1
"sea-coasts"	1
"sea-currents"	1
"sea-lizards"	1
"sea-shell"	1
"sea-shells"	4
"sea-shore"	3
"sea-shores"	1
"sea-side"	2
"sea-urchin"	1
"sea-urchins"	4
"sea-water"	11
"sea-weeds"	2
"seal"	2
"seals"	5
"seamats"	1
"search"	13
"searched"	3
"searching"	2
"seas"	15
"seashore"	1
"season"	8
"seasoned"	1
"seasons"	13
"seated"	1
"seaweed"	1
"sebright"	2
"secluded"	2
"second"	39
"secondary"	47
"secondly"	13
"seconds"	1
"secrete"	2
"secreted"	9
"secretes"	4
"secreting"	2
"secretion"	8
"secretions"	1
"section"	16
"sections"	9
"secure"	3
"secured"	2
"securely"	3
"securing"	3
"security"	3
"sedgwick"	3
"sediment"	25
"sedimentary"	11
"sediments"	2
"see"	297
"seed"	64
"seed-beds"	1
"seed-capsule"	4
"seed-capsules"	1
"seed-eater"	1
"seed-leaf"	1
"seed-leaves"	3
"seed-raisers"	1
"seeded"	1
"seedling"	5
"seedlings"	22
"seeds"	145
"seeds--and"	1
"seeing"	15
"seeking"	3
"seem"	52
"seemann"	1
"seemed"	10
"seems"	121
"seen"	118
"sees"	1
"segment"	5
"segments"	11
"segments.--the"	1
"seize"	15
"seized"	8
"seizing"	9
"selaceans"	3
"seldom"	21
"select"	7
"selected"	26
"selecting"	11
"selection"	541
"selection--cases"	1
"selection--causes"	2
"selection--divergence"	2
"selection--its"	4
"selection--namely"	1
"selection--on"	2
"selection--recapitulation"	2
"selection--the"	2
"selection--unknown"	2
"selects"	3
"self-development"	1
"self-fertilisation"	6
"self-fertilised"	2
"self-fertilising"	2
"self-impotent"	1
"self-sown"	1
"self-sterility"	3
"semi-civilised"	1
"semi-domestic"	1
"semi-metamorphic"	1
"semi-monstrous"	1
"semi-transparent"	1
"send"	1
"sending"	1
"sends"	1
"sensation"	1
"sensations"	1
"sense"	30
"sense--geometrical"	2
"senses"	2
"sensibility"	1
"sensible"	3
"sensibly"	1
"sensitive"	12
"sensitiveness"	4
"sent"	10
"sentence"	4
"sentences"	2
"sepals"	8
"sepals.--the"	1
"separate"	30
"separated"	56
"separately"	8
"separates"	5
"separating"	9
"separation"	9
"septenary"	1
"sequence"	3
"ser"	1
"serial"	7
"serially"	1
"series"	52
"series--in"	1
"serious"	17
"seriously"	6
"serrated"	7
"serratures"	1
"serratures.--teeth"	1
"serve"	38
"served"	9
"serves"	12
"service"	25
"service--possibly"	1
"service--progressive"	2
"serviceable"	14
"serving"	14
"sessile"	10
"sessile.--not"	1
"sessiliflora"	1
"set"	26
"sets"	7
"setter"	1
"setting"	1
"settle"	1
"settled"	3
"settling"	1
"seven"	12
"seventeen"	2
"seventh"	1
"seventy"	2
"several"	368
"severally"	1
"severe"	35
"severely"	1
"severer"	2
"severest"	4
"severity"	1
"sex"	21
"sexes"	44
"sexes--sexual"	2
"sexual"	60
"sexually"	1
"seychelles"	2
"shade"	2
"shades"	1
"shadow"	2
"shadowed"	1
"shadowy"	1
"shady"	1
"shake"	3
"shaken"	8
"shale"	1
"shall"	108
"shallow"	15
"shank"	1
"shape"	41
"shaped"	5
"share"	1
"shared"	1
"sharing"	1
"shark"	2
"sharks"	2
"sharp"	3
"sharp-sighted"	1
"sharpened"	1
"sharper"	2
"sharply"	2
"she"	21
"sheath"	1
"sheaths"	2
"sheep"	32
"sheep--the"	1
"shell"	21
"shell-fish"	1
"shellfish"	1
"shells"	35
"shelly"	1
"shepherd's"	2
"shepherd-dogs"	2
"shield"	2
"shines"	1
"ship"	1
"shipwrecked"	1
"shoal"	1
"shock"	1
"shoot"	1
"shoots"	1
"shop"	1
"shore"	2
"shores"	27
"short"	54
"short-beaked"	3
"short-faced"	11
"short-horn"	2
"short-horned"	2
"short-horns"	1
"short-styled"	2
"shortened"	2
"shorter"	9
"shortly"	1
"shortness"	1
"shot"	4
"should"	250
"shoulder"	7
"shoulder-stripe"	6
"shoulder-stripes"	1
"shoulders"	2
"shoveller"	6
"shoveller's"	1
"shoveller-duck"	2
"shoveller-duck--and"	1
"show"	91
"showed"	4
"showing"	26
"shown"	108
"shows"	31
"shrew"	1
"shrew-mouse"	2
"shrike"	1
"shrimp"	1
"shrimp-like"	1
"shrimps"	1
"shrivelled"	3
"shut"	2
"shuts"	2
"si"	1
"siberia"	3
"sicily"	1
"sick"	1
"sickly"	1
"sickness"	2
"side"	68
"side--in"	1
"sides"	39
"sift"	2
"sifter"	1
"sifters"	1
"sifting"	7
"sight"	10
